"","GEOID","Tract","County","State","FDep","SDI","ReADI","SVI","NA_ADI","NSS7"
"34758","24005411404","Census Tract 4114.04"," Baltimore County"," Maryland",20,7,14,9,31,13
"34759","24005411406","Census Tract 4114.06"," Baltimore County"," Maryland",23,31,24,25,34,21
"34760","24005411408","Census Tract 4114.08"," Baltimore County"," Maryland",33,77,56,72,52,61
"34761","24005411409","Census Tract 4114.09"," Baltimore County"," Maryland",18,18,14,10,33,19
"34762","24005411410","Census Tract 4114.10"," Baltimore County"," Maryland",20,25,24,26,36,29
"34763","24005411411","Census Tract 4114.11"," Baltimore County"," Maryland",31,23,15,7,48,27
"34764","24005411412","Census Tract 4114.12"," Baltimore County"," Maryland",42,86,51,79,62,78
"34765","24005411413","Census Tract 4114.13"," Baltimore County"," Maryland",49,32,37,25,47,25
"34766","24005420100","Census Tract 4201"," Baltimore County"," Maryland",59,37,51,31,60,45
"34767","24005420200","Census Tract 4202"," Baltimore County"," Maryland",37,37,47,31,60,37
"34768","24005420301","Census Tract 4203.01"," Baltimore County"," Maryland",86,84,84,75,81,90
"34769","24005420302","Census Tract 4203.02"," Baltimore County"," Maryland",63,78,64,62,72,76
"34770","24005420303","Census Tract 4203.03"," Baltimore County"," Maryland",86,54,52,20,51,81
"34771","24005420401","Census Tract 4204.01"," Baltimore County"," Maryland",85,95,79,78,71,88
"34772","24005420402","Census Tract 4204.02"," Baltimore County"," Maryland",59,56,52,46,68,76
"34773","24005420500","Census Tract 4205"," Baltimore County"," Maryland",73,66,50,48,65,57
"34774","24005420600","Census Tract 4206"," Baltimore County"," Maryland",69,80,62,77,64,69
"34775","24005420701","Census Tract 4207.01"," Baltimore County"," Maryland",77,96,90,89,78,92
"34776","24005420702","Census Tract 4207.02"," Baltimore County"," Maryland",84,86,78,75,61,73
"34777","24005420800","Census Tract 4208"," Baltimore County"," Maryland",58,37,55,35,58,55
"34778","24005420900","Census Tract 4209"," Baltimore County"," Maryland",87,87,79,78,73,87
"34779","24005421000","Census Tract 4210"," Baltimore County"," Maryland",88,96,95,85,86,96
"34780","24005421101","Census Tract 4211.01"," Baltimore County"," Maryland",73,75,77,69,60,82
"34781","24005421102","Census Tract 4211.02"," Baltimore County"," Maryland",72,81,71,66,71,79
"34782","24005421200","Census Tract 4212"," Baltimore County"," Maryland",58,64,73,59,65,68
"34783","24005430101","Census Tract 4301.01"," Baltimore County"," Maryland",85,95,82,86,69,85
"34784","24005430104","Census Tract 4301.04"," Baltimore County"," Maryland",60,57,59,32,46,54
"34785","24005430200","Census Tract 4302"," Baltimore County"," Maryland",60,55,50,56,48,78
"34786","24005430300","Census Tract 4303"," Baltimore County"," Maryland",80,90,87,72,72,89
"34787","24005430400","Census Tract 4304"," Baltimore County"," Maryland",27,42,30,26,44,30
"34788","24005430600","Census Tract 4306"," Baltimore County"," Maryland",21,17,20,11,32,20
"34789","24005430700","Census Tract 4307"," Baltimore County"," Maryland",22,28,19,31,38,39
"34790","24005430800","Census Tract 4308"," Baltimore County"," Maryland",23,40,24,15,40,35
"34791","24005430900","Census Tract 4309"," Baltimore County"," Maryland",52,62,46,63,43,63
"34792","24005440100","Census Tract 4401"," Baltimore County"," Maryland",28,8,25,12,42,17
"34793","24005440200","Census Tract 4402"," Baltimore County"," Maryland",41,50,47,75,47,59
"34794","24005440300","Census Tract 4403"," Baltimore County"," Maryland",40,58,40,57,53,36
"34795","24005440400","Census Tract 4404"," Baltimore County"," Maryland",58,38,47,59,53,55
"34796","24005440500","Census Tract 4405"," Baltimore County"," Maryland",25,21,33,12,52,23
"34797","24005440600","Census Tract 4406"," Baltimore County"," Maryland",9,6,8,7,23,6
"34798","24005440701","Census Tract 4407.01"," Baltimore County"," Maryland",31,50,35,38,47,35
"34799","24005440702","Census Tract 4407.02"," Baltimore County"," Maryland",31,37,36,38,50,39
"34800","24005440800","Census Tract 4408"," Baltimore County"," Maryland",43,52,38,53,28,69
"34801","24005440900","Census Tract 4409"," Baltimore County"," Maryland",59,57,48,69,40,66
"34802","24005441000","Census Tract 4410"," Baltimore County"," Maryland",49,57,46,59,59,68
"34803","24005441101","Census Tract 4411.01"," Baltimore County"," Maryland",37,26,23,44,39,34
"34804","24005441102","Census Tract 4411.02"," Baltimore County"," Maryland",68,52,58,50,50,56
"34805","24005450100","Census Tract 4501"," Baltimore County"," Maryland",70,52,56,72,56,62
"34806","24005450200","Census Tract 4502"," Baltimore County"," Maryland",58,45,61,36,54,53
"34807","24005450300","Census Tract 4503"," Baltimore County"," Maryland",49,51,49,45,46,60
"34808","24005450400","Census Tract 4504"," Baltimore County"," Maryland",51,68,50,48,56,65
"34809","24005450501","Census Tract 4505.01"," Baltimore County"," Maryland",76,75,75,75,70,74
"34810","24005450503","Census Tract 4505.03"," Baltimore County"," Maryland",75,84,69,64,73,84
"34811","24005450504","Census Tract 4505.04"," Baltimore County"," Maryland",83,92,87,87,48,92
"34812","24005450800","Census Tract 4508"," Baltimore County"," Maryland",58,73,51,85,51,61
"34813","24005450900","Census Tract 4509"," Baltimore County"," Maryland",32,22,24,36,35,31
"34814","24005451000","Census Tract 4510"," Baltimore County"," Maryland",17,14,20,9,24,13
"34815","24005451100","Census Tract 4511"," Baltimore County"," Maryland",32,20,27,32,32,50
"34816","24005451200","Census Tract 4512"," Baltimore County"," Maryland",65,43,54,45,55,48
"34817","24005451300","Census Tract 4513"," Baltimore County"," Maryland",71,81,76,85,68,77
"34818","24005451401","Census Tract 4514.01"," Baltimore County"," Maryland",24,47,27,36,44,61
"34819","24005451402","Census Tract 4514.02"," Baltimore County"," Maryland",71,93,85,85,63,85
"34820","24005451500","Census Tract 4515"," Baltimore County"," Maryland",73,91,74,83,73,91
"34821","24005451600","Census Tract 4516"," Baltimore County"," Maryland",65,56,45,46,66,55
"34822","24005451701","Census Tract 4517.01"," Baltimore County"," Maryland",18,17,12,22,26,14
"34823","24005451702","Census Tract 4517.02"," Baltimore County"," Maryland",39,8,31,3,33,16
"34824","24005451801","Census Tract 4518.01"," Baltimore County"," Maryland",62,75,63,81,59,76
"34825","24005451802","Census Tract 4518.02"," Baltimore County"," Maryland",45,41,51,54,55,47
"34826","24005451803","Census Tract 4518.03"," Baltimore County"," Maryland",26,50,37,26,48,42
"34827","24005451900","Census Tract 4519"," Baltimore County"," Maryland",21,17,16,8,31,16
"34828","24005452000","Census Tract 4520"," Baltimore County"," Maryland",47,28,48,35,40,29
"34829","24005452100","Census Tract 4521"," Baltimore County"," Maryland",50,36,34,26,39,51
"34830","24005452300","Census Tract 4523"," Baltimore County"," Maryland",89,92,87,78,78,86
"34831","24005452400","Census Tract 4524"," Baltimore County"," Maryland",61,38,52,52,51,56
"34832","24005452500","Census Tract 4525"," Baltimore County"," Maryland",55,74,67,58,66,73
"34833","24005490100","Census Tract 4901"," Baltimore County"," Maryland",3,1,4,2,12,1
"34834","24005490200","Census Tract 4902"," Baltimore County"," Maryland",27,30,14,21,25,50
"34835","24005490302","Census Tract 4903.02"," Baltimore County"," Maryland",17,39,19,36,33,23
"34836","24005490303","Census Tract 4903.03"," Baltimore County"," Maryland",50,86,59,63,37,77
"34837","24005490304","Census Tract 4903.04"," Baltimore County"," Maryland",23,79,39,47,52,64
"34838","24005490400","Census Tract 4904"," Baltimore County"," Maryland",1,14,3,8,7,5
"34839","24005490500","Census Tract 4905"," Baltimore County"," Maryland",1,14,3,10,7,8
"34840","24005490601","Census Tract 4906.01"," Baltimore County"," Maryland",3,3,3,2,22,8
"34841","24005490602","Census Tract 4906.02"," Baltimore County"," Maryland",5,17,7,3,31,5
"34842","24005490603","Census Tract 4906.03"," Baltimore County"," Maryland",4,27,7,38,23,17
"34843","24005490605","Census Tract 4906.05"," Baltimore County"," Maryland",88,85,99,49,NA,92
"34844","24005490701","Census Tract 4907.01"," Baltimore County"," Maryland",8,29,14,29,18,18
"34845","24005490703","Census Tract 4907.03"," Baltimore County"," Maryland",5,8,7,8,23,1
"34846","24005490800","Census Tract 4908"," Baltimore County"," Maryland",32,68,45,47,22,60
"34847","24005490900","Census Tract 4909"," Baltimore County"," Maryland",35,90,57,62,42,83
"34848","24005491000","Census Tract 4910"," Baltimore County"," Maryland",1,1,2,2,11,1
"34849","24005491100","Census Tract 4911"," Baltimore County"," Maryland",8,13,9,16,22,22
"34850","24005491201","Census Tract 4912.01"," Baltimore County"," Maryland",25,32,27,31,49,33
"34851","24005491202","Census Tract 4912.02"," Baltimore County"," Maryland",23,29,25,13,45,33
"34852","24005491300","Census Tract 4913"," Baltimore County"," Maryland",46,51,38,46,40,53
"34853","24005491401","Census Tract 4914.01"," Baltimore County"," Maryland",49,71,52,67,71,77
"34854","24005491402","Census Tract 4914.02"," Baltimore County"," Maryland",52,51,42,43,62,66
"34855","24005491500","Census Tract 4915"," Baltimore County"," Maryland",42,41,41,35,51,53
"34856","24005491600","Census Tract 4916"," Baltimore County"," Maryland",51,74,68,63,69,73
"34857","24005491701","Census Tract 4917.01"," Baltimore County"," Maryland",29,46,35,39,43,50
"34858","24005491900","Census Tract 4919"," Baltimore County"," Maryland",44,38,40,54,46,38
"34859","24005492001","Census Tract 4920.01"," Baltimore County"," Maryland",46,57,40,37,56,60
"34860","24005492002","Census Tract 4920.02"," Baltimore County"," Maryland",23,26,30,33,47,38
"34861","24005492101","Census Tract 4921.01"," Baltimore County"," Maryland",39,32,32,25,45,36
"34862","24005492102","Census Tract 4921.02"," Baltimore County"," Maryland",24,13,29,6,48,14
"34863","24005492200","Census Tract 4922"," Baltimore County"," Maryland",28,47,26,21,43,15
"34864","24005492300","Census Tract 4923"," Baltimore County"," Maryland",65,45,63,33,68,55
"34865","24005492401","Census Tract 4924.01"," Baltimore County"," Maryland",38,50,30,56,39,50
"34866","24005492402","Census Tract 4924.02"," Baltimore County"," Maryland",21,43,21,48,40,49
"34867","24005492500","Census Tract 4925"," Baltimore County"," Maryland",23,1,29,1,NA,7
"34868","24005492600","Census Tract 4926"," Baltimore County"," Maryland",35,39,37,40,40,38
"34869","24005492700","Census Tract 4927"," Baltimore County"," Maryland",84,91,87,64,75,92
"34870","24009860103","Census Tract 8601.03"," Calvert County"," Maryland",7,3,7,5,13,2
"34871","24009860200","Census Tract 8602"," Calvert County"," Maryland",4,6,5,5,12,3
"34872","24009860300","Census Tract 8603"," Calvert County"," Maryland",20,9,14,10,19,5
"34873","24009860402","Census Tract 8604.02"," Calvert County"," Maryland",22,5,15,3,26,6
"34874","24009860403","Census Tract 8604.03"," Calvert County"," Maryland",8,27,20,18,27,30
"34875","24009860404","Census Tract 8604.04"," Calvert County"," Maryland",36,24,24,51,31,45
"34876","24009860501","Census Tract 8605.01"," Calvert County"," Maryland",8,3,7,3,15,2
"34877","24009860502","Census Tract 8605.02"," Calvert County"," Maryland",14,6,10,2,27,6
"34878","24009860600","Census Tract 8606"," Calvert County"," Maryland",19,6,18,13,20,7
"34879","24009860701","Census Tract 8607.01"," Calvert County"," Maryland",32,52,25,55,24,44
"34880","24009860702","Census Tract 8607.02"," Calvert County"," Maryland",33,65,49,48,32,56
"34881","24009860703","Census Tract 8607.03"," Calvert County"," Maryland",38,36,37,24,29,39
"34882","24009860801","Census Tract 8608.01"," Calvert County"," Maryland",13,11,13,5,19,5
"34883","24009860901","Census Tract 8609.01"," Calvert County"," Maryland",12,11,9,21,27,6
"34884","24009860902","Census Tract 8609.02"," Calvert County"," Maryland",31,31,24,20,31,38
"34885","24009861003","Census Tract 8610.03"," Calvert County"," Maryland",26,23,30,14,33,31
"34886","24009861004","Census Tract 8610.04"," Calvert County"," Maryland",36,31,33,17,43,27
"34887","24009861100","Census Tract 8611"," Calvert County"," Maryland",17,9,15,14,27,15
"34888","24011955000","Census Tract 9550"," Caroline County"," Maryland",90,69,80,83,67,81
"34889","24011955100","Census Tract 9551"," Caroline County"," Maryland",65,72,70,77,58,61
"34890","24011955201","Census Tract 9552.01"," Caroline County"," Maryland",64,48,50,68,45,57
"34891","24011955202","Census Tract 9552.02"," Caroline County"," Maryland",41,32,41,39,35,38
"34892","24011955301","Census Tract 9553.01"," Caroline County"," Maryland",57,40,53,67,46,55
"34893","24011955302","Census Tract 9553.02"," Caroline County"," Maryland",84,87,84,89,64,86
"34894","24011955400","Census Tract 9554"," Caroline County"," Maryland",27,17,29,10,35,16
"34895","24011955500","Census Tract 9555"," Caroline County"," Maryland",51,42,50,44,51,44
"34896","24011955600","Census Tract 9556"," Caroline County"," Maryland",86,91,91,87,82,87
"34897","24013501001","Census Tract 5010.01"," Carroll County"," Maryland",33,32,41,23,41,38
"34898","24013501002","Census Tract 5010.02"," Carroll County"," Maryland",39,37,50,27,37,34
"34899","24013502000","Census Tract 5020"," Carroll County"," Maryland",22,19,22,5,27,15
"34900","24013503000","Census Tract 5030"," Carroll County"," Maryland",40,12,29,5,32,11
"34901","24013504100","Census Tract 5041"," Carroll County"," Maryland",15,5,17,8,27,8
"34902","24013504201","Census Tract 5042.01"," Carroll County"," Maryland",10,10,13,5,22,10
"34903","24013504202","Census Tract 5042.02"," Carroll County"," Maryland",14,10,15,14,21,12
"34904","24013505101","Census Tract 5051.01"," Carroll County"," Maryland",8,10,11,8,17,16
"34905","24013505102","Census Tract 5051.02"," Carroll County"," Maryland",12,9,11,12,19,12
"34906","24013505203","Census Tract 5052.03"," Carroll County"," Maryland",10,17,9,12,21,12
"34907","24013505205","Census Tract 5052.05"," Carroll County"," Maryland",8,16,10,7,21,17
"34908","24013505206","Census Tract 5052.06"," Carroll County"," Maryland",6,3,7,6,19,2
"34909","24013505207","Census Tract 5052.07"," Carroll County"," Maryland",11,12,8,10,23,8
"34910","24013505208","Census Tract 5052.08"," Carroll County"," Maryland",14,22,15,34,26,12
"34911","24013506101","Census Tract 5061.01"," Carroll County"," Maryland",16,2,17,3,26,4
"34912","24013506102","Census Tract 5061.02"," Carroll County"," Maryland",24,10,23,5,29,8
"34913","24013506200","Census Tract 5062"," Carroll County"," Maryland",24,17,36,12,34,18
"34914","24013507500","Census Tract 5075"," Carroll County"," Maryland",24,13,16,10,24,27
"34915","24013507601","Census Tract 5076.01"," Carroll County"," Maryland",31,41,30,49,37,38
"34916","24013507602","Census Tract 5076.02"," Carroll County"," Maryland",35,38,48,46,42,44
"34917","24013507702","Census Tract 5077.02"," Carroll County"," Maryland",24,25,30,44,38,20
"34918","24013507703","Census Tract 5077.03"," Carroll County"," Maryland",16,21,15,39,33,22
"34919","24013507704","Census Tract 5077.04"," Carroll County"," Maryland",24,24,21,9,40,23
"34920","24013507801","Census Tract 5078.01"," Carroll County"," Maryland",59,80,63,72,45,68
"34921","24013507802","Census Tract 5078.02"," Carroll County"," Maryland",27,29,28,37,34,35
"34922","24013508103","Census Tract 5081.03"," Carroll County"," Maryland",31,15,28,25,36,23
"34923","24013508200","Census Tract 5082"," Carroll County"," Maryland",28,18,27,13,30,18
"34924","24013509001","Census Tract 5090.01"," Carroll County"," Maryland",18,18,20,21,22,12
"34925","24013509002","Census Tract 5090.02"," Carroll County"," Maryland",26,7,17,10,21,23
"34926","24013510000","Census Tract 5100"," Carroll County"," Maryland",50,32,34,9,31,26
"34927","24013511000","Census Tract 5110"," Carroll County"," Maryland",26,15,22,34,26,19
"34928","24013512000","Census Tract 5120"," Carroll County"," Maryland",52,55,56,31,50,49
"34929","24013513001","Census Tract 5130.01"," Carroll County"," Maryland",13,8,15,14,19,4
"34930","24013513002","Census Tract 5130.02"," Carroll County"," Maryland",10,17,11,25,17,15
"34931","24013514100","Census Tract 5141"," Carroll County"," Maryland",5,4,7,2,18,3
"34932","24013514201","Census Tract 5142.01"," Carroll County"," Maryland",18,15,16,25,20,14
"34933","24013514202","Census Tract 5142.02"," Carroll County"," Maryland",9,7,9,3,18,4
"34934","24015030100","Census Tract 301"," Cecil County"," Maryland",38,36,40,41,35,38
"34935","24015030200","Census Tract 302"," Cecil County"," Maryland",43,48,46,46,38,42
"34936","24015030400","Census Tract 304"," Cecil County"," Maryland",71,92,88,90,66,92
"34937","24015030501","Census Tract 305.01"," Cecil County"," Maryland",45,20,35,23,36,32
"34938","24015030503","Census Tract 305.03"," Cecil County"," Maryland",45,64,57,59,60,54
"34939","24015030505","Census Tract 305.05"," Cecil County"," Maryland",49,56,46,53,51,52
"34940","24015030507","Census Tract 305.07"," Cecil County"," Maryland",51,71,47,53,43,49
"34941","24015030508","Census Tract 305.08"," Cecil County"," Maryland",51,65,57,37,55,66
"34942","24015030601","Census Tract 306.01"," Cecil County"," Maryland",22,16,27,16,37,21
"34943","24015030602","Census Tract 306.02"," Cecil County"," Maryland",28,43,29,28,46,30
"34944","24015030700","Census Tract 307"," Cecil County"," Maryland",33,33,32,39,31,24
"34945","24015030903","Census Tract 309.03"," Cecil County"," Maryland",64,76,64,72,55,82
"34946","24015030904","Census Tract 309.04"," Cecil County"," Maryland",10,8,15,6,24,11
"34947","24015030905","Census Tract 309.05"," Cecil County"," Maryland",45,25,31,21,40,33
"34948","24015030907","Census Tract 309.07"," Cecil County"," Maryland",34,19,22,18,32,35
"34949","24015030908","Census Tract 309.08"," Cecil County"," Maryland",33,35,29,32,45,29
"34950","24015031201","Census Tract 312.01"," Cecil County"," Maryland",46,39,52,57,45,43
"34951","24015031202","Census Tract 312.02"," Cecil County"," Maryland",65,51,58,62,47,56
"34952","24015031301","Census Tract 313.01"," Cecil County"," Maryland",33,16,31,27,38,25
"34953","24015031302","Census Tract 313.02"," Cecil County"," Maryland",63,37,46,58,44,55
"34954","24015031400","Census Tract 314"," Cecil County"," Maryland",59,27,47,27,46,35
"34955","24017850101","Census Tract 8501.01"," Charles County"," Maryland",27,4,12,5,31,25
"34956","24017850102","Census Tract 8501.02"," Charles County"," Maryland",42,24,34,44,34,46
"34957","24017850201","Census Tract 8502.01"," Charles County"," Maryland",65,28,25,27,48,41
"34958","24017850202","Census Tract 8502.02"," Charles County"," Maryland",45,51,58,33,62,54
"34959","24017850300","Census Tract 8503"," Charles County"," Maryland",49,29,40,31,40,27
"34960","24017850400","Census Tract 8504"," Charles County"," Maryland",48,51,57,32,33,46
"34961","24017850500","Census Tract 8505"," Charles County"," Maryland",19,22,24,12,22,20
"34962","24017850600","Census Tract 8506"," Charles County"," Maryland",12,22,8,25,20,13
"34963","24017850706","Census Tract 8507.06"," Charles County"," Maryland",22,4,10,6,21,18
"34964","24017850708","Census Tract 8507.08"," Charles County"," Maryland",27,32,19,21,27,30
"34965","24017850709","Census Tract 8507.09"," Charles County"," Maryland",32,34,23,52,38,49
"34966","24017850710","Census Tract 8507.10"," Charles County"," Maryland",11,12,11,18,23,23
"34967","24017850711","Census Tract 8507.11"," Charles County"," Maryland",25,35,39,48,32,47
"34968","24017850712","Census Tract 8507.12"," Charles County"," Maryland",16,21,15,13,24,21
"34969","24017850713","Census Tract 8507.13"," Charles County"," Maryland",18,29,15,17,20,31
"34970","24017850801","Census Tract 8508.01"," Charles County"," Maryland",33,13,24,33,32,25
"34971","24017850802","Census Tract 8508.02"," Charles County"," Maryland",32,37,31,53,33,47
"34972","24017850901","Census Tract 8509.01"," Charles County"," Maryland",68,84,68,77,52,84
"34973","24017850902","Census Tract 8509.02"," Charles County"," Maryland",24,19,19,24,34,35
"34974","24017850904","Census Tract 8509.04"," Charles County"," Maryland",17,9,11,30,22,20
"34975","24017850905","Census Tract 8509.05"," Charles County"," Maryland",29,16,29,32,41,54
"34976","24017850906","Census Tract 8509.06"," Charles County"," Maryland",38,66,45,68,44,63
"34977","24017851001","Census Tract 8510.01"," Charles County"," Maryland",23,15,18,36,24,25
"34978","24017851003","Census Tract 8510.03"," Charles County"," Maryland",6,5,7,11,18,6
"34979","24017851004","Census Tract 8510.04"," Charles County"," Maryland",29,39,39,55,37,39
"34980","24017851100","Census Tract 8511"," Charles County"," Maryland",15,15,13,15,22,13
"34981","24017851200","Census Tract 8512"," Charles County"," Maryland",34,11,29,21,34,14
"34982","24017851301","Census Tract 8513.01"," Charles County"," Maryland",14,38,19,28,19,30
"34983","24017851302","Census Tract 8513.02"," Charles County"," Maryland",11,5,11,5,18,4
"34984","24017851401","Census Tract 8514.01"," Charles County"," Maryland",8,17,12,1,19,4
"34985","24017851402","Census Tract 8514.02"," Charles County"," Maryland",14,3,15,6,17,14
"34986","24017851403","Census Tract 8514.03"," Charles County"," Maryland",42,8,22,8,20,15
"34987","24017851501","Census Tract 8515.01"," Charles County"," Maryland",13,21,20,15,31,31
"34988","24017851502","Census Tract 8515.02"," Charles County"," Maryland",21,40,24,46,29,36
"34989","24019970100","Census Tract 9701"," Dorchester County"," Maryland",62,51,62,55,60,58
"34990","24019970200","Census Tract 9702"," Dorchester County"," Maryland",72,63,75,67,68,72
"34991","24019970300","Census Tract 9703"," Dorchester County"," Maryland",57,41,55,67,60,48
"34992","24019970400","Census Tract 9704"," Dorchester County"," Maryland",64,69,60,79,51,74
"34993","24019970500","Census Tract 9705"," Dorchester County"," Maryland",88,98,97,99,74,98
"34994","24019970600","Census Tract 9706"," Dorchester County"," Maryland",76,78,81,76,73,82
"34995","24019970702","Census Tract 9707.02"," Dorchester County"," Maryland",46,32,38,39,38,28
"34996","24019970804","Census Tract 9708.04"," Dorchester County"," Maryland",49,44,49,29,40,42
"34997","24019970900","Census Tract 9709"," Dorchester County"," Maryland",71,44,69,37,65,53
"34998","24021740200","Census Tract 7402"," Frederick County"," Maryland",11,6,11,13,23,9
"34999","24021750100","Census Tract 7501"," Frederick County"," Maryland",43,74,50,21,41,59
"35000","24021750200","Census Tract 7502"," Frederick County"," Maryland",22,61,31,25,23,38
"35001","24021750300","Census Tract 7503"," Frederick County"," Maryland",39,84,53,66,42,78
"35002","24021750504","Census Tract 7505.04"," Frederick County"," Maryland",33,70,48,59,41,47
"35003","24021750505","Census Tract 7505.05"," Frederick County"," Maryland",79,55,48,69,52,63
"35004","24021750506","Census Tract 7505.06"," Frederick County"," Maryland",55,30,28,55,29,43
"35005","24021750507","Census Tract 7505.07"," Frederick County"," Maryland",83,74,68,76,50,78
"35006","24021750508","Census Tract 7505.08"," Frederick County"," Maryland",59,74,52,64,46,71
"35007","24021750600","Census Tract 7506"," Frederick County"," Maryland",9,7,10,14,14,10
"35008","24021750701","Census Tract 7507.01"," Frederick County"," Maryland",38,40,24,30,34,41
"35009","24021750702","Census Tract 7507.02"," Frederick County"," Maryland",60,79,60,81,45,73
"35010","24021750801","Census Tract 7508.01"," Frederick County"," Maryland",33,61,41,47,40,62
"35011","24021750802","Census Tract 7508.02"," Frederick County"," Maryland",21,16,13,25,28,17
"35012","24021750804","Census Tract 7508.04"," Frederick County"," Maryland",10,8,10,23,23,17
"35013","24021750805","Census Tract 7508.05"," Frederick County"," Maryland",17,11,12,23,32,17
"35014","24021751001","Census Tract 7510.01"," Frederick County"," Maryland",18,28,14,30,29,29
"35015","24021751002","Census Tract 7510.02"," Frederick County"," Maryland",27,53,39,44,32,51
"35016","24021751003","Census Tract 7510.03"," Frederick County"," Maryland",24,86,38,87,36,75
"35017","24021751004","Census Tract 7510.04"," Frederick County"," Maryland",23,33,17,35,35,20
"35018","24021751201","Census Tract 7512.01"," Frederick County"," Maryland",5,5,6,11,20,3
"35019","24021751202","Census Tract 7512.02"," Frederick County"," Maryland",13,37,19,42,37,41
"35020","24021751203","Census Tract 7512.03"," Frederick County"," Maryland",17,14,16,23,20,17
"35021","24021751301","Census Tract 7513.01"," Frederick County"," Maryland",19,33,19,49,22,19
"35022","24021751302","Census Tract 7513.02"," Frederick County"," Maryland",17,8,20,3,25,7
"35023","24021751600","Census Tract 7516"," Frederick County"," Maryland",46,19,34,3,25,12
"35024","24021751701","Census Tract 7517.01"," Frederick County"," Maryland",25,29,25,7,28,17
"35025","24021751702","Census Tract 7517.02"," Frederick County"," Maryland",33,30,31,6,27,28
"35026","24021751801","Census Tract 7518.01"," Frederick County"," Maryland",7,5,6,6,16,8
"35027","24021751802","Census Tract 7518.02"," Frederick County"," Maryland",12,5,10,5,15,5
"35028","24021751902","Census Tract 7519.02"," Frederick County"," Maryland",9,8,10,6,24,9
"35029","24021751903","Census Tract 7519.03"," Frederick County"," Maryland",8,5,5,4,14,4
"35030","24021751904","Census Tract 7519.04"," Frederick County"," Maryland",6,7,6,6,11,8
"35031","24021751905","Census Tract 7519.05"," Frederick County"," Maryland",4,4,5,7,23,9
"35032","24021751906","Census Tract 7519.06"," Frederick County"," Maryland",7,4,10,2,18,3
"35033","24021752001","Census Tract 7520.01"," Frederick County"," Maryland",8,7,8,9,18,10
"35034","24021752101","Census Tract 7521.01"," Frederick County"," Maryland",5,4,5,5,12,4
"35035","24021752102","Census Tract 7521.02"," Frederick County"," Maryland",6,7,5,4,12,7
"35036","24021752201","Census Tract 7522.01"," Frederick County"," Maryland",10,16,9,20,17,13
"35037","24021752202","Census Tract 7522.02"," Frederick County"," Maryland",5,14,4,16,15,25
"35038","24021752205","Census Tract 7522.05"," Frederick County"," Maryland",2,3,1,3,11,1
"35039","24021752206","Census Tract 7522.06"," Frederick County"," Maryland",4,10,4,13,13,17
"35040","24021752301","Census Tract 7523.01"," Frederick County"," Maryland",13,23,14,30,29,29
"35041","24021752302","Census Tract 7523.02"," Frederick County"," Maryland",8,8,6,16,14,4
"35042","24021752303","Census Tract 7523.03"," Frederick County"," Maryland",16,3,10,2,25,2
"35043","24021752501","Census Tract 7525.01"," Frederick County"," Maryland",18,29,16,19,22,21
"35044","24021752502","Census Tract 7525.02"," Frederick County"," Maryland",9,5,9,9,18,4
"35045","24021752601","Census Tract 7526.01"," Frederick County"," Maryland",7,9,8,5,18,11
"35046","24021752602","Census Tract 7526.02"," Frederick County"," Maryland",18,5,13,11,23,6
"35047","24021752603","Census Tract 7526.03"," Frederick County"," Maryland",8,2,8,4,19,6
"35048","24021752801","Census Tract 7528.01"," Frederick County"," Maryland",30,9,21,4,24,14
"35049","24021752802","Census Tract 7528.02"," Frederick County"," Maryland",15,7,11,2,21,7
"35050","24021752900","Census Tract 7529"," Frederick County"," Maryland",36,24,35,6,31,11
"35051","24021753001","Census Tract 7530.01"," Frederick County"," Maryland",39,32,43,15,39,35
"35052","24021753002","Census Tract 7530.02"," Frederick County"," Maryland",50,53,54,35,48,47
"35053","24021765100","Census Tract 7651"," Frederick County"," Maryland",52,53,45,62,47,46
"35054","24021766800","Census Tract 7668"," Frederick County"," Maryland",58,58,59,41,47,51
"35055","24021767500","Census Tract 7675"," Frederick County"," Maryland",48,38,50,27,31,31
"35056","24021767600","Census Tract 7676"," Frederick County"," Maryland",34,18,23,12,24,21
"35057","24021770700","Census Tract 7707"," Frederick County"," Maryland",17,6,14,6,22,9
"35058","24021772200","Census Tract 7722"," Frederick County"," Maryland",47,86,64,59,39,72
"35059","24021773500","Census Tract 7735"," Frederick County"," Maryland",27,30,28,39,36,31
"35060","24021775302","Census Tract 7753.02"," Frederick County"," Maryland",21,8,17,5,26,12
"35061","24021775400","Census Tract 7754"," Frederick County"," Maryland",56,47,52,36,48,57
"35062","24021775600","Census Tract 7756"," Frederick County"," Maryland",5,6,4,3,16,5
"35063","24023000100","Census Tract 1"," Garrett County"," Maryland",53,40,62,38,63,40
"35064","24023000200","Census Tract 2"," Garrett County"," Maryland",65,71,70,65,67,65
"35065","24023000300","Census Tract 3"," Garrett County"," Maryland",63,30,40,29,51,41
"35066","24023000400","Census Tract 4"," Garrett County"," Maryland",76,54,74,60,78,67
"35067","24023000501","Census Tract 5.01"," Garrett County"," Maryland",21,15,32,6,24,13
"35068","24023000502","Census Tract 5.02"," Garrett County"," Maryland",26,31,37,35,47,31
"35069","24023000601","Census Tract 6.01"," Garrett County"," Maryland",49,50,47,60,60,64
"35070","24023000602","Census Tract 6.02"," Garrett County"," Maryland",58,17,42,11,47,41
"35071","24023000700","Census Tract 7"," Garrett County"," Maryland",71,66,80,78,72,69
